-9,0,0
-6,7,0
-9,0,0
-3,7,0
-7,4,0
-10,2,0
0,8,0
-7,5,0
-1,3,0
-5,0,0
-6,2,0
-9,5,0
-6,6,0
-4,10,0
-4,7,0
-2,10,0
-4,10,0
-5,2,0
-7,3,0
-7,9,0
-6,0,0
-9,0,0
-3,2,0
-3,4,0
-8,5,0
-3,5,0
-10,8,0
-7,6,0
-7,1,0
-10,9,0
-5,8,0
-2,3,0
-6,3,0
0,0,0
-7,4,0
-9,10,0
-1,8,0
-1,2,0
-6,9,0
-5,9,0
-2,1,0
-1,7,0
-2,3,0
-5,6,0
-6,7,0
-3,10,0
-4,2,0
-9,8,0
-2,1,0
-4,7,0
4,-2,1
10,-10,1
2,-2,1
7,-5,1
5,-6,1
3,0,1
8,0,1
5,-5,1
3,-1,1
4,-7,1
6,-9,1
2,-6,1
7,-10,1
3,-8,1
4,-8,1
7,-9,1
7,-1,1
2,-7,1
10,-7,1
6,-2,1
6,-8,1
9,-5,1
8,-6,1
7,-2,1
8,-7,1
1,-6,1
0,0,1
7,-8,1
1,0,1
5,-1,1
2,-1,1
9,-7,1
7,-2,1
7,-6,1
8,-7,1
5,-4,1
7,-6,1
5,-10,1
8,-8,1
2,-3,1
5,-9,1
0,-10,1
3,-10,1
9,-9,1
10,-7,1
0,-1,1
4,-6,1
3,-4,1
1,0,1
9,-8,1
