0,1,class
0.04999999999999999,0.5,0
0.19999999999999996,0.8500000000000001,0
0.04999999999999999,0.5,0
0.35,0.8500000000000001,0
0.14999999999999997,0.7,0
0.0,0.6,0
0.5,0.9,0
0.14999999999999997,0.75,0
0.45,0.65,0
0.25,0.5,0
0.19999999999999996,0.6,0
0.04999999999999999,0.75,0
0.19999999999999996,0.8,0
0.3,1.0,0
0.3,0.8500000000000001,0
0.4,1.0,0
0.3,1.0,0
0.25,0.6,0
0.14999999999999997,0.65,0
0.14999999999999997,0.95,0
0.19999999999999996,0.5,0
0.04999999999999999,0.5,0
0.35,0.6,0
0.35,0.7,0
0.09999999999999998,0.75,0
0.35,0.75,0
0.0,0.9,0
0.14999999999999997,0.8,0
0.14999999999999997,0.55,0
0.0,0.95,0
0.25,0.9,0
0.4,0.65,0
0.19999999999999996,0.65,0
0.5,0.5,0
0.14999999999999997,0.7,0
0.04999999999999999,1.0,0
0.45,0.9,0
0.45,0.6,0
0.19999999999999996,0.95,0
0.25,0.95,0
0.4,0.55,0
0.45,0.8500000000000001,0
0.4,0.65,0
0.25,0.8,0
0.19999999999999996,0.8500000000000001,0
0.35,1.0,0
0.3,0.6,0
0.04999999999999999,0.9,0
0.4,0.55,0
0.3,0.8500000000000001,0
0.7,0.4,1
1.0,0.0,1
0.6,0.4,1
0.8500000000000001,0.25,1
0.75,0.19999999999999996,1
0.65,0.5,1
0.9,0.5,1
0.75,0.25,1
0.65,0.45,1
0.7,0.14999999999999997,1
0.8,0.04999999999999999,1
0.6,0.19999999999999996,1
0.8500000000000001,0.0,1
0.65,0.09999999999999998,1
0.7,0.09999999999999998,1
0.8500000000000001,0.04999999999999999,1
0.8500000000000001,0.45,1
0.6,0.14999999999999997,1
1.0,0.14999999999999997,1
0.8,0.4,1
0.8,0.09999999999999998,1
0.95,0.25,1
0.9,0.19999999999999996,1
0.8500000000000001,0.4,1
0.9,0.14999999999999997,1
0.55,0.19999999999999996,1
0.5,0.5,1
0.8500000000000001,0.09999999999999998,1
0.55,0.5,1
0.75,0.45,1
0.6,0.45,1
0.95,0.14999999999999997,1
0.8500000000000001,0.4,1
0.8500000000000001,0.19999999999999996,1
0.9,0.14999999999999997,1
0.75,0.3,1
0.8500000000000001,0.19999999999999996,1
0.75,0.0,1
0.9,0.09999999999999998,1
0.6,0.35,1
0.75,0.04999999999999999,1
0.5,0.0,1
0.65,0.0,1
0.95,0.04999999999999999,1
1.0,0.14999999999999997,1
0.5,0.45,1
0.7,0.19999999999999996,1
0.65,0.3,1
0.55,0.5,1
0.95,0.09999999999999998,1
